Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
Chrysler,Sebring,2008,Sedan,248000.0,2700.0,Petrol,Automatic,4500.0
Mercedes,Vito,1999,Minivan,208000.0,2300.0,Diesel,Manual,2999.0
Nissan,Leaf,2011,Hatchback,115000.0,100.0,Electric,Automatic,7900.0
Renault,Laguna,2011,Hatchback,205000.0,1500.0,Diesel,Manual,5300.0
Volkswagen,Golf,2010,Hatchback,190000.0,1400.0,Petrol,Automatic,7700.0
Renault,Scenic,2014,Minivan,230000.0,1500.0,Diesel,Manual,6800.0
Renault,Grand Scenic,2014,Minivan,170000.0,1500.0,Diesel,Automatic,8100.0
Opel,Insignia,2011,Universal,157000.0,2000.0,Diesel,Automatic,8000.0
Toyota,Corolla,2006,Hatchback,161000.0,1400.0,Petrol,Manual,4300.0
Volkswagen,Golf,2010,Hatchback,188888.0,1400.0,Petrol,Manual,7500.0
Toyota,Corolla,2007,Sedan,202600.0,1600.0,Petrol,Automatic,6500.0
Volkswagen,Transporter,2005,Minivan,220123.0,1896.0,Diesel,Manual,5999.0
Volkswagen,up!,2013,Hatchback,112000.0,1000.0,Metan/Propan,Manual,5550.0
Dacia,Logan,2009,Sedan,1111111.0,1400.0,Metan/Propan,Manual,2300.0
BMW,4 series,2015,Sedan,178800.0,2000.0,Diesel,Automatic,22500.0
Subaru,Outback,2007,Universal,252000.0,2500.0,Metan/Propan,Automatic,7190.0
BMW,X6,2017,Crossover,29560.0,3000.0,Diesel,Automatic,58000.0
Hyundai,Matrix,2003,Minivan,220000.0,1497.0,Diesel,Manual,1000.0
Volkswagen,Polo,2005,Hatchback,285000.0,1400.0,Diesel,Manual,2900.0
Toyota,Rav 4,2019,Crossover,24000.0,2487.0,Hybrid,Automatic,26900.0
BMW,3 Series,1995,Sedan,0.0,2000.0,Petrol,Automatic,4000.0
Nissan,Note,2012,Microvan,174000.0,1468.0,Diesel,Manual,5500.0
Audi,100,1984,Universal,384352.0,1800.0,Petrol,Manual,850.0
Opel,Astra,2009,Hatchback,188000.0,1300.0,Diesel,Manual,4800.0
Opel,Zafira,2006,Minivan,280124.0,1800.0,Petrol,Manual,5000.0
Volkswagen,Passat CC,2012,Sedan,125000.0,2000.0,Petrol,Automatic,8500.0
Renault,Megane,2016,Universal,197214.0,1500.0,Diesel,Manual,7800.0
Chevrolet,Aveo,2012,Sedan,155127.0,1200.0,Petrol,Manual,4400.0
Renault,Megane,2016,Universal,197214.0,1500.0,Diesel,Manual,7800.0
Chevrolet,Aveo,2012,Sedan,155127.0,1200.0,Petrol,Manual,4400.0
Hyundai,Santa FE,2014,Crossover,185000.0,2200.0,Diesel,Automatic,17000.0
Jeep,Patriot,2008,SUV,215487.0,2000.0,Diesel,Manual,7700.0
BMW,X5,2016,SUV,56000.0,1998.0,Plug-in Hybrid,Automatic,30000.0
Honda,CR-V,2018,Crossover,34000.0,1500.0,Petrol,Automatic,20400.0
Mercedes,E Class,1997,Sedan,265000.0,3000.0,Diesel,Automatic,1599.0
Mercedes,E Class,2011,Sedan,160000.0,3000.0,Diesel,Automatic,6999.0
Opel,Astra,1999,Universal,260000.0,1600.0,Metan/Propan,Manual,2400.0
Ford,Fiesta,2008,Coupe,210000.0,1400.0,Diesel,Manual,2850.0
Mercedes,E Class,2014,Sedan,296000.0,2200.0,Diesel,Automatic,13500.0
Nissan,Qashqai+2,2012,Crossover,128000.0,1500.0,Diesel,Manual,10999.0
Dacia,Sandero,2009,Hatchback,149424.0,1400.0,Metan/Propan,Manual,3099.0
Peugeot,3008,2018,SUV,115000.0,1500.0,Diesel,Automatic,17690.0
Volvo,XC60,2012,Crossover,245000.0,2400.0,Diesel,Automatic,17450.0
Volkswagen,Golf,2018,Hatchback,68000.0,2000.0,Petrol,Manual,14100.0
Volkswagen,Transporter,2001,Microvan,220000.0,2500.0,Diesel,Manual,5500.0
Volkswagen,Golf,2001,Hatchback,250000.0,1600.0,Petrol,Manual,999.0
Mercedes,E Class,2011,Sedan,192000.0,2500.0,Diesel,Automatic,14790.0
Toyota,Auris,2015,Universal,166500.0,1800.0,Hybrid,Automatic,11700.0
Mercedes,GLC,2015,Crossover,190858.0,2143.0,Diesel,Automatic,25999.0
Volkswagen,Bora,2003,Sedan,311.0,2000.0,Petrol,Manual,3000.0
Mercedes,GL Class,2007,SUV,178000.0,5461.0,Petrol,Automatic,13500.0
Lexus,RX Series,2004,Crossover,284352.0,3000.0,Petrol,Automatic,5000.0
Renault,Grand Scenic,2011,Minivan,1.0,1500.0,Diesel,Manual,5490.0
Toyota,Auris,2008,Hatchback,197000.0,1400.0,Diesel,Manual,5299.0
BMW,X5,2003,SUV,294400.0,3000.0,Metan/Propan,Automatic,9900.0
Chevrolet,Cruze,2012,Sedan,165000.0,1800.0,Petrol,Automatic,5500.0
Renault,Scenic,2012,Minivan,192000.0,1500.0,Diesel,Manual,7099.0
Toyota,Avensis,2017,Universal,152000.0,2000.0,Diesel,Manual,13999.0
Toyota,Camry,2016,Sedan,85000.0,2500.0,Hybrid,Automatic,16300.0
Ford,Transit Connect,2010,Minivan,171000.0,1800.0,Diesel,Manual,3900.0
Audi,A6,2014,Sedan,89000.0,3000.0,Diesel,Automatic,31900.0
Volkswagen,Transporter,2013,Microvan,210000.0,2000.0,Diesel,Automatic,11800.0
Nissan,Qashqai+2,2010,Crossover,250000.0,1500.0,Diesel,Manual,8150.0
Jac,J7,2021,Sedan,0.0,1500.0,Petrol,Automatic,15900.0
Skoda,Octavia,2005,Hatchback,280000.0,1600.0,Petrol,Manual,5200.0
Toyota,Avensis,2004,Universal,207000.0,1800.0,Petrol,Manual,4999.0
Suzuki,Grand Vitara,2006,SUV,185000.0,2000.0,Metan/Propan,Manual,6800.0
Skoda,Octavia,2009,Hatchback,122000.0,1400.0,Petrol,Manual,7500.0
Honda,Accord,2007,Sedan,256000.0,2000.0,Metan/Propan,Automatic,6100.0
Volkswagen,Tiguan,2019,Crossover,25164.0,2000.0,Petrol,Automatic,18300.0
Volkswagen,Golf,2006,Hatchback,175000.0,1400.0,Petrol,Manual,4600.0
Toyota,Avensis,2005,Hatchback,160000.0,2000.0,Diesel,Manual,1700.0
Hyundai,Santa FE,2018,SUV,123000.0,1995.0,Diesel,Automatic,23899.0
Renault,Kangoo,2016,Combi,19000.0,1500.0,Diesel,Manual,7000.0
KIA,Rio,2015,Hatchback,165000.0,1200.0,Diesel,Manual,6500.0
KIA,Soul,2017,Hatchback,30171.0,0.0,Electric,Automatic,15000.0
Volkswagen,Transporter,2009,Minivan,232525.0,1896.0,Diesel,Manual,6999.0
Dacia,Logan,2012,Sedan,111.0,1200.0,Petrol,Manual,2900.0
Skoda,Fabia,2004,Universal,300000.0,1200.0,Petrol,Manual,3000.0
Audi,A6,2018,Sedan,48000.0,1998.0,Petrol,Automatic,24999.0
Honda,CR-V,2013,SUV,178000.0,2200.0,Diesel,Automatic,16800.0
Volkswagen,Transporter,2000,Minivan,500000.0,2500.0,Diesel,Manual,5300.0
Opel,Omega,1996,Universal,22222222.0,2000.0,Metan/Propan,Manual,800.0
KIA,Optima,2012,Sedan,140000.0,1999.0,Hybrid,Automatic,9800.0
Nissan,Juke,2021,Crossover,0.0,1000.0,Petrol,Automatic,19900.0
Dacia,Logan,2021,Sedan,0.0,1000.0,Petrol,Manual,9930.0
Toyota,Auris,2014,Hatchback,213000.0,1798.0,Hybrid,Automatic,9200.0
Mercedes,E Class,2018,Sedan,30000.0,1950.0,Diesel,Automatic,44000.0
Volkswagen,Touran,2006,Minivan,198.0,1400.0,Petrol,Manual,5000.0
Volvo,XC60,2015,Universal,110000.0,2400.0,Diesel,Automatic,22850.0
BMW,X5,2011,SUV,250000.0,3000.0,Diesel,Automatic,13500.0
Ford,Ranger,2009,Pickup,240000.0,3000.0,Diesel,Manual,9500.0
Toyota,Auris,2015,Universal,190500.0,1400.0,Diesel,Manual,9200.0
Renault,Grand Scenic,2017,Microvan,152000.0,1500.0,Diesel,Automatic,13500.0
Toyota,Prius,2011,Hatchback,108000.0,1800.0,Hybrid,Automatic,7990.0
Ford,Focus,2016,Sedan,43000.0,2000.0,Petrol,Automatic,9000.0
Mercedes,E Class,2009,Sedan,232000.0,1800.0,Metan/Propan,Automatic,8900.0
Volkswagen,Transporter,2000,Minivan,298000.0,2500.0,Diesel,Manual,5200.0
Toyota,Auris,2009,Hatchback,181400.0,1400.0,Diesel,Automatic,7300.0
Volkswagen,Caddy,2011,Combi,173251.0,1600.0,Diesel,Manual,6800.0
Volkswagen,Transporter,2000,Minivan,298000.0,2500.0,Diesel,Manual,5200.0
Toyota,Auris,2009,Hatchback,181400.0,1400.0,Diesel,Automatic,7300.0
Volkswagen,Caddy,2011,Combi,173251.0,1600.0,Diesel,Manual,6800.0
Volvo,XC90,2020,Crossover,5404.0,1969.0,Hybrid,Automatic,58499.0
Volkswagen,Tiguan,2013,SUV,135000.0,1400.0,Petrol,Manual,11500.0
BMW,3 Series,2005,Universal,319000.0,1800.0,Petrol,Manual,3800.0
Renault,Megane,2005,Hatchback,243500.0,1500.0,Diesel,Manual,3499.0
BMW,7 Series,2018,Sedan,76777.0,1998.0,Plug-in Hybrid,Automatic,44999.0
BMW,X3,2014,SUV,148800.0,1995.0,Petrol,Automatic,17500.0
Dacia,Logan,2014,Sedan,215361.0,1200.0,Metan/Propan,Manual,2699.0
Mercedes,E Class,2005,Sedan,270000.0,1800.0,Metan/Propan,Automatic,6500.0
Dacia,Lodgy,2012,Universal,160.0,1500.0,Diesel,Manual,5999.0
Mercedes,GLK Class,2013,SUV,215000.0,2200.0,Diesel,Automatic,18800.0
Toyota,Rav 4,2007,Crossover,235000.0,2200.0,Diesel,Manual,9000.0
Skoda,Octavia,2005,Universal,230.0,1600.0,Metan/Propan,Manual,3600.0
Honda,CR-V,2013,SUV,125000.0,2199.0,Diesel,Manual,16659.0
Renault,Scenic,2014,Universal,17700.0,1500.0,Diesel,Manual,6699.0
Opel,Tigra,1996,Coupe,250000.0,1400.0,Petrol,Automatic,2700.0
Dacia,Logan,2006,Sedan,20000.0,1400.0,Petrol,Manual,1600.0
Audi,Allroad,2002,Coupe,2500.0,2500.0,Diesel,Automatic,5700.0
BMW,7 Series,2013,Sedan,166000.0,4000.0,Diesel,Automatic,25000.0
Jeep,Grand Cherokee,1997,SUV,214000.0,2500.0,Diesel,Manual,7000.0
Audi,80,1994,Universal,1111.0,1600.0,Metan/Propan,Manual,1600.0
Nissan,X-Trail,2002,Crossover,270000.0,200.0,Metan/Propan,Manual,5000.0
Volkswagen,Golf Plus,2005,Hatchback,270000.0,1900.0,Diesel,Manual,4500.0
BMW,3 Series,2015,Sedan,142000.0,1998.0,Petrol,Automatic,18350.0
Lexus,CT Series,2015,Hatchback,146000.0,1798.0,Hybrid,Automatic,13500.0
Volkswagen,Passat,2016,Sedan,65000.0,1798.0,Petrol,Automatic,14500.0
Audi,TT,2001,Coupe,200200.0,1800.0,Petrol,Manual,2500.0
Mitsubishi,Outlander,2015,Crossover,144680.0,198.0,Plug-in Hybrid,Automatic,16000.0
Nissan,Juke,2014,Crossover,102000.0,1500.0,Diesel,Manual,8350.0
Volkswagen,Passat,2013,Universal,210000.0,2000.0,Diesel,Manual,10400.0
Citroen,C3,2007,Hatchback,260000.0,1400.0,Metan/Propan,Manual,3100.0
Renault,Clio,2004,Hatchback,228007.0,1200.0,Petrol,Manual,1550.0
Mazda,323,1993,Hatchback,295350.0,1600.0,Petrol,Manual,1050.0
Volkswagen,Transporter,2006,Minivan,1.0,1896.0,Diesel,Manual,7499.0
Porsche,Boxster,2012,Cabriolet,140000.0,2893.0,Petrol,Automatic,17999.0
Opel,Corsa,2003,Coupe,10000.0,1300.0,Diesel,Manual,25000.0
Mercedes,Vito,1999,Minivan,270356.0,2300.0,Diesel,Manual,4700.0
Volkswagen,Tiguan,2011,SUV,158000.0,1400.0,Petrol,Manual,9999.0
Opel,Vectra,2000,Universal,300000.0,2000.0,Diesel,Manual,2900.0
Volkswagen,Caddy,2008,Minivan,250000.0,1900.0,Diesel,Manual,4900.0
Mercedes,GLC,2018,Crossover,69000.0,2000.0,Petrol,Automatic,29500.0
Volkswagen,Caddy,2000,Combi,213000.0,1900.0,Diesel,Manual,2222.0
Chrysler,Stratus,1996,Sedan,196000.0,2000.0,Metan/Propan,Manual,1500.0
BMW,3 Series,2003,Universal,320000.0,3000.0,Diesel,Manual,3100.0
Vaz,2109,1994,Hatchback,20000.0,1300.0,Petrol,Manual,800.0
Skoda,Superb,2016,Hatchback,164300.0,1986.0,Diesel,Automatic,16700.0
Nissan,Micra,2006,Hatchback,89000.0,1300.0,Petrol,Automatic,4100.0
Toyota,Rav 4,2008,SUV,27000.0,2200.0,Diesel,Manual,4800.0
Renault,Scenic,2014,Hatchback,155200.0,1200.0,Petrol,Manual,7700.0
Rover,75,2001,Sedan,300000.0,2000.0,Diesel,Manual,4750.0
Skoda,Rapid,2015,Minivan,5.0,1200.0,Metan/Propan,Manual,4700.0
Toyota,Camry,2007,Sedan,120.0,2400.0,Petrol,Automatic,5250.0
Toyota,Avensis Verso,2005,Minivan,220000.0,2000.0,Diesel,Manual,3500.0
Chrysler,Voyager,1998,Minivan,314005.0,2497.0,Diesel,Manual,2750.0
Ford,Kuga,2017,Crossover,120000.0,1500.0,Petrol,Automatic,12400.0
BMW,5 Series,2006,Sedan,2489000.0,2500.0,Petrol,Automatic,7500.0
Chrysler,Voyager,1998,Minivan,222222.0,2497.0,Diesel,Manual,2750.0
Nissan,Qashqai,2008,Crossover,218000.0,1500.0,Diesel,Manual,6000.0
Land Rover,Discovery,2006,Crossover,287000.0,2700.0,Diesel,Automatic,8700.0
Volkswagen,Golf,2015,Hatchback,86000.0,2000.0,Petrol,Automatic,15499.0
Renault,Megane,2004,Universal,215000.0,1500.0,Diesel,Automatic,3750.0
Renault,Megane,2013,Universal,170000.0,1500.0,Diesel,Automatic,6750.0
Skoda,Superb,2007,Sedan,195000.0,1751.0,Petrol,Automatic,6800.0
Opel,Astra,2007,Hatchback,256731.0,1300.0,Diesel,Manual,3799.0
Mercedes,CLS Class,2006,Sedan,283590.0,3000.0,Diesel,Automatic,7000.0
Opel,Vectra,1995,Sedan,0.0,1800.0,Metan/Propan,Manual,1600.0
Volvo,S60,2015,Sedan,199000.0,2000.0,Diesel,Automatic,12700.0
Mercedes,Series (W124),1994,Sedan,260000.0,2500.0,Diesel,Automatic,2700.0
Mercedes,GLK Class,2014,Crossover,151000.0,2200.0,Diesel,Automatic,18900.0
Renault,Megane,2011,Universal,19000.0,1500.0,Diesel,Automatic,5500.0
Seat,Cordoba,2008,Sedan,100000.0,1400.0,Diesel,Manual,800.0
Volkswagen,Polo,2006,Hatchback,1111111.0,1400.0,Diesel,Manual,1000.0
Renault,Megane,2011,Universal,19000.0,1500.0,Diesel,Automatic,5500.0
Seat,Cordoba,2008,Sedan,100000.0,1400.0,Diesel,Manual,800.0
Volkswagen,Polo,2006,Hatchback,1111111.0,1400.0,Diesel,Manual,1000.0
Volvo,S80,2006,Sedan,178000.0,2500.0,Petrol,Automatic,6100.0
Opel,Astra,2005,Universal,225000.0,1600.0,Petrol,Automatic,3800.0
Toyota,Rav 4,2006,SUV,130000.0,2400.0,Petrol,Automatic,6990.0
Volkswagen,Golf,2010,Hatchback,166000.0,1400.0,Petrol,Automatic,7500.0
Dacia,Logan,2015,Sedan,1.0,1200.0,Metan/Propan,Manual,3799.0
Chevrolet,Trax,2012,SUV,90000.0,1380.0,Petrol,Automatic,8500.0
Hyundai,Tucson,2005,SUV,311000.0,2000.0,Diesel,Manual,6000.0
Ford,Fiesta,2012,Hatchback,195000.0,1400.0,Diesel,Manual,4300.0
Chevrolet,Aveo,2012,Hatchback,164000.0,1300.0,Diesel,Manual,4750.0
Vaz,2106,2001,Sedan,170000.0,1600.0,Petrol,Manual,750.0
Volkswagen,Golf,2013,Universal,220000.0,1600.0,Diesel,Manual,9520.0
Toyota,Corolla,2003,Hatchback,230000.0,1995.0,Diesel,Manual,2700.0
Mercedes,E Class,2004,Sedan,299000.0,1800.0,Petrol,Manual,6499.0
Mazda,CX-7,2008,Crossover,178.0,2300.0,Petrol,Manual,8450.0
Audi,A6,2017,Sedan,72000.0,2000.0,Petrol,Automatic,29000.0
Dacia,Logan,2016,Sedan,367085.0,1200.0,Metan/Propan,Manual,2300.0
Lifan,Breez,2006,Sedan,0.0,1300.0,Petrol,Manual,800.0
Ford,Transit Connect,2016,Minivan,190000.0,1500.0,Diesel,Manual,8600.0
BMW,5 Series,2002,Sedan,2150000.0,2200.0,Petrol,Manual,5700.0
Toyota,Corolla,2006,Universal,235342.0,1364.0,Diesel,Manual,5500.0
Mercedes,S Class,2017,Sedan,50000.0,3000.0,Diesel,Automatic,77000.0
Mercedes,C Class,1996,Sedan,262000.0,2200.0,Metan/Propan,Automatic,2250.0
Renault,Grand Scenic,2014,Universal,186000.0,1461.0,Diesel,Manual,7000.0
Skoda,Octavia,2010,Universal,169000.0,1390.0,Petrol,Manual,6499.0
Dacia,Sandero,2013,Hatchback,170000.0,900.0,Petrol,Manual,4800.0
Skoda,Fabia,2011,Hatchback,133100.0,1200.0,Petrol,Automatic,6500.0
Mercedes,E Class,1993,Sedan,380000.0,2500.0,Diesel,Automatic,18500.0
Dacia,Sandero,2016,Hatchback,100000.0,890.0,Petrol,Manual,6200.0
Volkswagen,Golf Plus,2005,Hatchback,1.0,1900.0,Diesel,Manual,2999.0
Mitsubishi,Outlander,2013,SUV,186000.0,1998.0,Plug-in Hybrid,Automatic,11950.0
Honda,CR-V,2005,Crossover,220.0,200.0,Metan/Propan,Manual,7500.0
Toyota,Auris,2007,Hatchback,285000.0,1400.0,Diesel,Manual,4000.0
Chrysler,PT Cruiser,2001,Combi,360000.0,1996.0,Petrol,Manual,3300.0
Daewoo,Lanos,1999,Hatchback,197000.0,1300.0,Petrol,Manual,1350.0
Volkswagen,Passat,1989,Universal,587980.0,1781.0,Petrol,Manual,700.0
Mercedes,C Class,2001,Sedan,291000.0,2600.0,Petrol,Manual,3499.0
Audi,A4,2005,Universal,294542.0,1968.0,Diesel,Automatic,6999.0
Daewoo,Lanos,1999,Hatchback,275500.0,1349.0,Petrol,Manual,999.0
Peugeot,206,2004,Hatchback,177000.0,1120.0,Petrol,Manual,2599.0
Opel,Astra,1994,Hatchback,213452.0,1600.0,Metan/Propan,Manual,1200.0
Mercedes,E Class,2010,Sedan,250000.0,2200.0,Diesel,Automatic,14500.0
BMW,5 Series,2011,Sedan,200.0,3500.0,Diesel,Automatic,26000.0
Opel,Astra,2005,Universal,100000.0,140.0,Petrol,Manual,4000.0
Honda,Prelude,1987,Coupe,267000.0,2000.0,Petrol,Manual,2600.0
Toyota,Auris,2015,Universal,170000.0,1800.0,Hybrid,Automatic,8990.0
Volkswagen,Passat,1999,Universal,221.0,1600.0,Petrol,Manual,2400.0
Mitsubishi,Colt,2012,Hatchback,178000.0,1300.0,Petrol,Manual,4650.0
Volkswagen,Touran,2014,Sedan,212000.0,1600.0,Diesel,Manual,8250.0
Renault,Megane,2016,Universal,180000.0,1500.0,Diesel,Manual,9100.0
Dacia,Logan,2007,Sedan,284678.0,1400.0,Metan/Propan,Manual,2799.0
Mercedes,Vito,2000,Minivan,222222.0,2300.0,Diesel,Manual,2299.0
Mazda,626,1994,Sedan,777777.0,1780.0,Metan/Propan,Manual,1550.0
Mercedes,Series (W124),1995,Sedan,390584.0,3000.0,Diesel,Automatic,7700.0
Toyota,C-HR,2018,Crossover,148000.0,1800.0,Hybrid,Automatic,15999.0
Smart,Fortwo,2007,Coupe,186600.0,995.0,Metan/Propan,Automatic,3790.0
Skoda,Fabia,2013,Universal,200998.0,1200.0,Diesel,Manual,5999.0
BMW,X3,2009,Crossover,191000.0,2000.0,Diesel,Automatic,10500.0
Skoda,Fabia,2011,Universal,96183.0,1200.0,Petrol,Manual,5300.0
Opel,Astra,2014,Universal,172000.0,1400.0,Petrol,Automatic,7800.0
Mitsubishi,Outlander,2016,SUV,186000.0,2000.0,Plug-in Hybrid,Automatic,17999.0
BMW,5 Series,2002,Sedan,340.0,3500.0,Metan/Propan,Automatic,7999.0
Toyota,Avensis,2008,Universal,252000.0,2200.0,Diesel,Manual,4200.0
Daihatsu,Terios,2004,SUV,197000.0,1300.0,Metan/Propan,Manual,3750.0
Ford,Focus,2003,Hatchback,300000.0,2000.0,Petrol,Automatic,2500.0
Volkswagen,Transporter,2011,Combi,232700.0,2000.0,Diesel,Manual,10799.0
Lexus,RX Series,2004,Crossover,315000.0,2995.0,Metan/Propan,Automatic,7500.0
Mazda,5,2010,Minivan,246000.0,2000.0,Diesel,Manual,2850.0
BMW,X3,2015,Crossover,102000.0,1999.0,Petrol,Automatic,17500.0
Mercedes,E Class,2004,Universal,340500.0,2200.0,Diesel,Manual,3700.0
BMW,X5,2004,Crossover,223000.0,3000.0,Diesel,Automatic,7000.0
Citroen,Ax,1995,Hatchback,250000.0,998.0,Petrol,Manual,650.0
Toyota,Avensis,2005,Sedan,180000.0,1800.0,Petrol,Manual,5500.0
Audi,A4,2002,Universal,210000.0,1900.0,Diesel,Manual,4200.0
Seat,Ibiza,2014,Universal,23.0,1199.0,Diesel,Manual,5700.0
Renault,Megane,2012,Minivan,234568.0,1500.0,Diesel,Manual,5700.0
Nissan,Micra,2002,Sedan,150000.0,1000.0,Metan/Propan,Automatic,2200.0
Volkswagen,Passat,1999,Sedan,111111.0,1800.0,Petrol,Manual,1650.0
Opel,Corsa,1996,Universal,250000.0,1500.0,Diesel,Manual,670.0
Dacia,Logan,2010,Universal,200000.0,1400.0,Metan/Propan,Manual,3750.0
Renault,Scenic,2006,Minivan,188000.0,1500.0,Diesel,Manual,3950.0
Toyota,Yaris,1999,Hatchback,335000.0,1000.0,Petrol,Manual,2150.0
KIA,Ceed,2010,Universal,150000.0,1400.0,Petrol,Manual,6000.0
Mercedes,Vito,2012,Microvan,399000.0,2143.0,Diesel,Manual,6799.0
Mazda,626,1986,Sedan,315000.0,1600.0,Petrol,Manual,10000.0
Opel,Astra,2011,Universal,153000.0,1400.0,Petrol,Manual,6000.0
Volvo,V60,2013,Combi,178000.0,2400.0,Plug-in Hybrid,Automatic,14499.0
Mazda,5,2006,Universal,228314.0,2000.0,Diesel,Manual,5650.0
Skoda,Octavia,2011,Universal,155000.0,1400.0,Petrol,Automatic,6700.0
GAZ,Altele,1987,Sedan,7765.0,2445.0,Petrol,Manual,450.0
KIA,Optima,2016,Sedan,29000.0,2400.0,Hybrid,Automatic,14300.0
Renault,Megane,2005,Universal,272000.0,1500.0,Diesel,Manual,3500.0
Volkswagen,Sharan,2003,Minivan,328000.0,1900.0,Diesel,Manual,3200.0
Mazda,Premacy,2000,Hatchback,300000.0,2000.0,Diesel,Manual,1390.0
Opel,Combo,2012,Universal,190000.0,1300.0,Diesel,Manual,6200.0
Opel,Insignia,2011,Universal,229354.0,2000.0,Diesel,Manual,9650.0
Audi,A6,2007,Universal,320.0,2999.0,Diesel,Automatic,6400.0
Mitsubishi,Outlander,2014,Crossover,230000.0,2000.0,Plug-in Hybrid,Automatic,13400.0
Volvo,XC90,2007,Crossover,279705.0,2400.0,Diesel,Automatic,13300.0
Mercedes,Viano,2011,Microvan,350000.0,2143.0,Diesel,Manual,8799.0
Volkswagen,Passat,2008,Sedan,203856.0,1800.0,Petrol,Manual,6300.0
Honda,Accord,2000,Hatchback,250000.0,2000.0,Diesel,Manual,2300.0
Audi,A6,2004,Sedan,250000.0,3000.0,Diesel,Automatic,2450.0
Toyota,Avensis,2002,Sedan,363000.0,1800.0,Petrol,Manual,3900.0
Renault,Scenic,2000,Hatchback,1111111.0,1500.0,Diesel,Manual,33333.0
Mazda,323,1993,Hatchback,68899239.0,1300.0,Petrol,Manual,950.0
Volkswagen,Passat,1990,Sedan,1.0,1900.0,Diesel,Manual,1600.0
Volkswagen,Jetta,2012,Sedan,130000.0,2000.0,Petrol,Automatic,7299.0
Mercedes,E Class,2014,Sedan,194000.0,2500.0,Diesel,Automatic,19820.0
Mitsubishi,Galant,1986,Sedan,258.0,2000.0,Petrol,Manual,300.0
Honda,Insight,2011,Hatchback,162000.0,1339.0,Hybrid,Automatic,5900.0
Opel,Astra,1996,Combi,237000.0,1700.0,Diesel,Manual,1600.0
Vaz,21099,1998,Sedan,100000.0,9999.0,Petrol,Manual,9999.0
BMW,7 Series,2002,Sedan,176100.0,4400.0,Petrol,Automatic,5999.0
Dacia,Sandero Stepway,2012,Crossover,0.0,1600.0,Petrol,Manual,5999.0
BMW,5 Series,2001,Universal,340000.0,2500.0,Diesel,Automatic,2000.0
Skoda,Karoq,2020,Crossover,20000.0,1400.0,Petrol,Automatic,18500.0
KIA,Sorento,2005,SUV,111111.0,2500.0,Diesel,Automatic,6450.0
Audi,A4,2000,Universal,342000.0,2500.0,Diesel,Manual,3800.0
Dacia,Logan,2006,Sedan,152905.0,1400.0,Petrol,Manual,3450.0
Opel,Astra,2005,Hatchback,286000.0,1400.0,Petrol,Manual,3400.0
BMW,5 Series,2002,Sedan,300000.0,2000.0,Diesel,Manual,2650.0
Volkswagen,Golf,2001,Hatchback,331000.0,1400.0,Petrol,Manual,2450.0
Opel,Astra,2003,Universal,227324.0,1600.0,Petrol,Manual,2800.0
Toyota,Land Cruiser Prado,2004,SUV,310041.0,300.0,Diesel,Manual,10000.0
Ford,Focus,2015,Universal,93000.0,1500.0,Diesel,Manual,8000.0
Audi,Q3,2020,Crossover,4700.0,2000.0,Petrol,Automatic,40500.0
Toyota,Corolla,2006,Hatchback,161000.0,1400.0,Petrol,Manual,4300.0
Fiat,Doblo Cargo,2020,Minivan,0.0,1248.0,Diesel,Manual,13900.0
Volkswagen,Jetta,2013,Sedan,240.0,1400.0,Hybrid,Automatic,8600.0
Toyota,Auris,2015,Universal,160600.0,1400.0,Diesel,Manual,9300.0
Toyota,Land Cruiser Prado,2020,SUV,7111.0,2798.0,Diesel,Automatic,47999.0
Mercedes,C Class,2007,Sedan,222000.0,1800.0,Petrol,Automatic,7999.0
Hyundai,i20,2011,Hatchback,189000.0,1248.0,Metan/Propan,Manual,4500.0
Mitsubishi,Outlander,2013,SUV,205.0,2000.0,Plug-in Hybrid,Automatic,12950.0
Ford,Mondeo,2009,Sedan,250000.0,1998.0,Metan/Propan,Manual,5555.0
BMW,5 Series,1991,Sedan,450000.0,2000.0,Metan/Propan,Manual,2100.0
Mercedes,B Class,2016,Microvan,100000.0,0.0,Electric,Automatic,15700.0
Mercedes,E Class,2006,Universal,250000.0,2997.0,Diesel,Automatic,8000.0
Renault,Megane,2004,Universal,329000.0,1400.0,Diesel,Manual,2800.0
Volkswagen,Passat,2006,Sedan,1.0,2000.0,Petrol,Manual,5800.0
Volkswagen,Jetta,2007,Sedan,262000.0,200.0,Diesel,Manual,5000.0
Skoda,Fabia,2012,Universal,0.0,1200.0,Diesel,Manual,5500.0
Renault,Kadjar,2017,Crossover,161325.0,1500.0,Diesel,Automatic,12800.0
Renault,Grand Scenic,2017,Universal,152325.0,1500.0,Diesel,Automatic,12400.0
Renault,Kadjar,2017,Crossover,143325.0,1500.0,Diesel,Automatic,12800.0
Renault,Kangoo,2015,Universal,153325.0,1500.0,Diesel,Manual,8200.0
Renault,Kadjar,2018,Crossover,135668.0,1500.0,Diesel,Automatic,13800.0
Renault,Kadjar,2017,Crossover,137325.0,1500.0,Diesel,Automatic,12800.0
Volkswagen,Passat,2014,Universal,153000.0,2000.0,Diesel,Automatic,13500.0
Hyundai,Accent,2008,Sedan,0.0,1400.0,Petrol,Manual,2500.0
Volkswagen,Transporter,2008,Universal,160000.0,1900.0,Diesel,Manual,3300.0
